sample_id,sample_date,lat,lon,chip_path,chip_image_path,chip_status,chip_reason,s2_item_id,acquisition_date,abs_day_diff,s2_cloud_cover,s2_solar_zenith,chip_nodata_ratio,chip_size,chip_overlap_stride_pixels,chip_offset_x_px,chip_offset_y_px,chip_overlap_candidates,chip_bands
FI_00000035,2023-06-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000036,2023-07-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000037,2023-07-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000038,2023-07-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000039,2023-07-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000040,2023-07-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000041,2023-07-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000042,2023-08-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000043,2023-08-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000044,2023-08-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000045,2023-08-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000046,2023-08-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000047,2023-08-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000048,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000049,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000050,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000051,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000052,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000053,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000054,2023-10-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000055,2023-10-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000056,2023-10-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000057,2023-10-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000058,2023-10-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000059,2023-10-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000060,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000061,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000062,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000063,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000064,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000065,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000066,2023-12-12,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000067,2023-12-12,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000068,2023-12-12,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000069,2023-12-12,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000070,2023-12-12,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000071,2023-12-12,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000072,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000072.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000072.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000073,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000073.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000073.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000074,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000074.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000074.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000075,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000075.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000075.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000076,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000076.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000076.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000077,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000077.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000077.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000078,2024-02-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000079,2024-02-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000080,2024-02-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000081,2024-02-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000082,2024-02-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000083,2024-02-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000084,2024-03-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000085,2024-03-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000086,2024-03-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000087,2024-03-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000088,2024-03-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000089,2024-03-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000090,2024-04-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000091,2024-04-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000092,2024-04-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000093,2024-04-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000094,2024-04-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000095,2024-04-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000096,2024-05-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000097,2024-05-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000098,2024-05-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000099,2024-05-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000100,2024-05-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000101,2024-05-07,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000102,2024-06-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000103,2024-06-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000104,2024-06-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000105,2024-06-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000106,2024-06-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000107,2024-06-04,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000108,2024-07-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000109,2024-07-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000110,2024-07-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000111,2024-07-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000112,2024-07-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000113,2024-07-02,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000114,2024-08-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000115,2024-08-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000116,2024-08-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000117,2024-08-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000118,2024-08-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000119,2024-08-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000120,2024-09-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000121,2024-09-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000122,2024-09-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000123,2024-09-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000124,2024-09-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000125,2024-09-03,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000126,2024-10-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000126.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000126.png,ok,,S2B_MSIL2A_20240930T094029_R036_T35VPJ_20240930T125406,2024-09-30,1,0.316639,64.7888599183732,3.814697265625e-06,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000127,2024-10-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000127.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000127.png,ok,,S2B_MSIL2A_20240930T094029_R036_T35VPJ_20240930T125406,2024-09-30,1,0.316639,64.7888599183732,3.814697265625e-06,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000128,2024-10-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000128.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000128.png,ok,,S2B_MSIL2A_20240930T094029_R036_T35VPJ_20240930T125406,2024-09-30,1,0.316639,64.7888599183732,3.814697265625e-06,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000129,2024-10-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000129.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000129.png,ok,,S2B_MSIL2A_20240930T094029_R036_T35VPJ_20240930T125406,2024-09-30,1,0.316639,64.7888599183732,3.814697265625e-06,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000130,2024-10-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000130.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000130.png,ok,,S2B_MSIL2A_20240930T094029_R036_T35VPJ_20240930T125406,2024-09-30,1,0.316639,64.7888599183732,3.814697265625e-06,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000131,2024-10-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000131.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_1d\prepared\chips\train\sample_FI_00000131.png,ok,,S2B_MSIL2A_20240930T094029_R036_T35VPJ_20240930T125406,2024-09-30,1,0.316639,64.7888599183732,3.814697265625e-06,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000132,2024-11-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000133,2024-11-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000134,2024-11-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000135,2024-11-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000136,2024-11-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000137,2024-11-06,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000504,2023-02-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000505,2023-02-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000506,2023-02-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000507,2023-02-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000508,2023-02-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000509,2023-02-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000522,2023-05-16,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000523,2023-05-16,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000524,2023-05-16,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000525,2023-05-16,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000526,2023-05-16,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000527,2023-05-16,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000528,2023-06-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000529,2023-06-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000530,2023-06-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000531,2023-06-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000532,2023-06-07,60.65688838242908,27.90019461609265,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
