sample_id,sample_date,lat,lon,chip_path,chip_image_path,chip_status,chip_reason,s2_item_id,acquisition_date,abs_day_diff,s2_cloud_cover,s2_solar_zenith,chip_nodata_ratio,chip_size,chip_overlap_stride_pixels,chip_offset_x_px,chip_offset_y_px,chip_overlap_candidates,chip_bands
FI_00000023,2023-04-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000023.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000023.png,ok,,S2B_MSIL2A_20230406T093039_R136_T35VPJ_20240827T080719,2023-04-06,2,17.23485,55.557450396346,7.62939453125e-05,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000024,2023-05-16,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000024.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000024.png,ok,,S2B_MSIL2A_20230519T093549_R036_T36VUP_20230519T132011,2023-05-19,3,1.308037,42.0121322367658,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000025,2023-05-16,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000025.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000025.png,ok,,S2B_MSIL2A_20230519T093549_R036_T36VUP_20230519T132011,2023-05-19,3,1.308037,42.0121322367658,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000026,2023-05-16,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000026.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000026.png,ok,,S2B_MSIL2A_20230519T093549_R036_T36VUP_20230519T132011,2023-05-19,3,1.308037,42.0121322367658,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000027,2023-05-16,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000027.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000027.png,ok,,S2B_MSIL2A_20230519T093549_R036_T36VUP_20230519T132011,2023-05-19,3,1.308037,42.0121322367658,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000028,2023-05-16,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000028.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000028.png,ok,,S2B_MSIL2A_20230519T093549_R036_T36VUP_20230519T132011,2023-05-19,3,1.308037,42.0121322367658,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000029,2023-05-16,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000029.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000029.png,ok,,S2B_MSIL2A_20230519T093549_R036_T36VUP_20230519T132011,2023-05-19,3,1.308037,42.0121322367658,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000030,2023-06-07,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000030.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000030.png,ok,,S2B_MSIL2A_20230605T092559_R136_T35VPJ_20240911T222414,2023-06-05,2,33.307627,39.414670553263,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000031,2023-06-07,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000031.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000031.png,ok,,S2B_MSIL2A_20230605T092559_R136_T35VPJ_20240911T222414,2023-06-05,2,33.307627,39.414670553263,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000032,2023-06-07,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000032.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000032.png,ok,,S2B_MSIL2A_20230605T092559_R136_T35VPJ_20240911T222414,2023-06-05,2,33.307627,39.414670553263,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000033,2023-06-07,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000033.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000033.png,ok,,S2B_MSIL2A_20230605T092559_R136_T35VPJ_20240911T222414,2023-06-05,2,33.307627,39.414670553263,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000034,2023-06-07,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000034.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000034.png,ok,,S2B_MSIL2A_20230605T092559_R136_T35VPJ_20240911T222414,2023-06-05,2,33.307627,39.414670553263,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000035,2023-06-07,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000035.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000035.png,ok,,S2B_MSIL2A_20230605T092559_R136_T35VPJ_20240911T222414,2023-06-05,2,33.307627,39.414670553263,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000036,2023-07-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000036.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000036.png,ok,,S2A_MSIL2A_20230630T093041_R136_T36VUP_20240925T041129,2023-06-30,4,29.643682,38.8652015388452,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000037,2023-07-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000037.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000037.png,ok,,S2A_MSIL2A_20230630T093041_R136_T36VUP_20240925T041129,2023-06-30,4,29.643682,38.8652015388452,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000038,2023-07-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000038.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000038.png,ok,,S2A_MSIL2A_20230630T093041_R136_T36VUP_20240925T041129,2023-06-30,4,29.643682,38.8652015388452,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000039,2023-07-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000039.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000039.png,ok,,S2A_MSIL2A_20230630T093041_R136_T36VUP_20240925T041129,2023-06-30,4,29.643682,38.8652015388452,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000040,2023-07-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000040.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000040.png,ok,,S2A_MSIL2A_20230630T093041_R136_T36VUP_20240925T041129,2023-06-30,4,29.643682,38.8652015388452,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000041,2023-07-04,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000041.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000041.png,ok,,S2A_MSIL2A_20230630T093041_R136_T36VUP_20240925T041129,2023-06-30,4,29.643682,38.8652015388452,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000042,2023-08-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000042.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000042.png,ok,,S2B_MSIL2A_20230807T093549_R036_T35VPJ_20230807T151753,2023-08-07,6,5.846026,45.4550197226554,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000043,2023-08-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000043.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000043.png,ok,,S2B_MSIL2A_20230807T093549_R036_T35VPJ_20230807T151753,2023-08-07,6,5.846026,45.4550197226554,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000044,2023-08-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000044.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000044.png,ok,,S2B_MSIL2A_20230807T093549_R036_T35VPJ_20230807T151753,2023-08-07,6,5.846026,45.4550197226554,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000045,2023-08-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000045.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000045.png,ok,,S2B_MSIL2A_20230807T093549_R036_T35VPJ_20230807T151753,2023-08-07,6,5.846026,45.4550197226554,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000046,2023-08-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000046.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000046.png,ok,,S2B_MSIL2A_20230807T093549_R036_T35VPJ_20230807T151753,2023-08-07,6,5.846026,45.4550197226554,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000047,2023-08-01,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000047.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000047.png,ok,,S2B_MSIL2A_20230807T093549_R036_T35VPJ_20230807T151753,2023-08-07,6,5.846026,45.4550197226554,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000048,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000049,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000050,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000051,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000052,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000053,2023-09-05,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000054,2023-10-03,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000054.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000054.png,ok,,S2B_MSIL2A_20231006T093749_R036_T36VUP_20231006T154543,2023-10-06,3,24.513087,66.8069920867734,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000055,2023-10-03,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000055.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000055.png,ok,,S2B_MSIL2A_20231006T093749_R036_T36VUP_20231006T154543,2023-10-06,3,24.513087,66.8069920867734,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000056,2023-10-03,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000056.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000056.png,ok,,S2B_MSIL2A_20231006T093749_R036_T36VUP_20231006T154543,2023-10-06,3,24.513087,66.8069920867734,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000057,2023-10-03,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000057.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000057.png,ok,,S2B_MSIL2A_20231006T093749_R036_T36VUP_20231006T154543,2023-10-06,3,24.513087,66.8069920867734,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000058,2023-10-03,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000058.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000058.png,ok,,S2B_MSIL2A_20231006T093749_R036_T36VUP_20231006T154543,2023-10-06,3,24.513087,66.8069920867734,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000059,2023-10-03,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000059.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000059.png,ok,,S2B_MSIL2A_20231006T093749_R036_T36VUP_20231006T154543,2023-10-06,3,24.513087,66.8069920867734,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000060,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000061,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000062,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000063,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000064,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000065,2023-11-01,61.41234231212037,29.399668855924936,,,no_match,no_stac_item,,,,,,,256,128,0,0,0,"B02,B03,B04,B08"
FI_00000066,2023-12-12,61.41234231212037,29.399668855924936,,,rejected,nodata_reject,S2B_MSIL2A_20231205T094259_R036_T35VPJ_20240904T045623,2023-12-05,7,10.995346,84.077875761296,1.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000067,2023-12-12,61.41234231212037,29.399668855924936,,,rejected,nodata_reject,S2B_MSIL2A_20231205T094259_R036_T35VPJ_20240904T045623,2023-12-05,7,10.995346,84.077875761296,1.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000068,2023-12-12,61.41234231212037,29.399668855924936,,,rejected,nodata_reject,S2B_MSIL2A_20231205T094259_R036_T35VPJ_20240904T045623,2023-12-05,7,10.995346,84.077875761296,1.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000069,2023-12-12,61.41234231212037,29.399668855924936,,,rejected,nodata_reject,S2B_MSIL2A_20231205T094259_R036_T35VPJ_20240904T045623,2023-12-05,7,10.995346,84.077875761296,1.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000070,2023-12-12,61.41234231212037,29.399668855924936,,,rejected,nodata_reject,S2B_MSIL2A_20231205T094259_R036_T35VPJ_20240904T045623,2023-12-05,7,10.995346,84.077875761296,1.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000071,2023-12-12,61.41234231212037,29.399668855924936,,,rejected,nodata_reject,S2B_MSIL2A_20231205T094259_R036_T35VPJ_20240904T045623,2023-12-05,7,10.995346,84.077875761296,1.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000072,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000072.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000072.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000073,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000073.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000073.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000074,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000074.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000074.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000075,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000075.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000075.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000076,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000076.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000076.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000077,2024-01-10,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000077.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000077.png,ok,,S2B_MSIL2A_20240111T093249_R136_T35VPJ_20240115T133838,2024-01-11,1,32.607046,83.8525156176967,0.0,256,128,0,0,9,"B02,B03,B04,B08"
FI_00000078,2024-02-06,61.41234231212037,29.399668855924936,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000078.npz,D:\Water Quality Parameter Estimation\wq_pipeline\artifacts\tolerance_7d\prepared\chips\train\sample_FI_00000078.png,ok,,S2A_MSIL2A_20240208T094141_R036_T36VUP_20240208T110844,2024-02-08,2,6.466675,77.0337229539331,0.0,256,128,0,0,9,"B02,B03,B04,B08"
